Date,Open,High,Low,Close,Volume
2022-03-01,113.1380542234299,113.39258482122742,111.08330006450298,111.67931220885829,4937777.0
2022-03-02,111.85836336763892,112.09601367691859,109.4956662678456,110.78443586461921,3508420.0
2022-03-03,112.18686633010223,112.61581362991748,110.55899099759121,111.27654105310789,4161775.0
2022-03-04,111.15718334003685,112.96088649534433,109.61492435724458,111.57804892891096,2347599.0
2022-03-07,111.35114253976155,113.59140556449282,111.153278799219,112.02646846890048,5645813.0
2022-03-08,112.07725651352538,113.71245697537303,112.05099620317885,113.48686277464857,5915519.0
2022-03-09,114.23314913281241,114.7469763238227,113.76413811910784,113.92304583272121,5905024.0
2022-03-10,115.19757918694219,116.2434413666139,114.17523444941294,115.07292345573583,4685625.0
2022-03-11,114.4678709883592,116.01337407913714,113.40553573218357,115.23510381946829,1211730.0
2022-03-14,116.18176624394063,117.51774515676853,114.42400290077411,115.74041898132981,2832275.0
2022-03-15,116.93431254199733,117.86271190778155,115.7896390024328,116.7878279629058,3224688.0
2022-03-16,115.4457682099617,116.02486319664624,112.48054735684644,114.41541936160935,5799211.0
2022-03-17,112.51525651524966,115.66267528046554,112.13157767848179,113.8990326143826,3734938.0
2022-03-18,112.8069726942098,114.21465413027573,112.397874496433,113.13069742014106,3680844.0
2022-03-21,113.31229600710292,113.93223213778029,110.93729956615834,112.08701223624277,1733716.0
2022-03-22,112.49120678984146,112.83609962622506,110.5695004172659,111.61049286298723,4968602.0
2022-03-23,115.63306357370459,115.64909826406581,112.55107813984448,113.88898241233933,2681429.0
2022-03-24,113.0081107876756,113.20058819617086,111.68606728692824,112.43713515463827,1459359.0
2022-03-25,114.77488098400295,114.958331571902,113.2921287246709,113.87877351975905,5938237.0
2022-03-28,110.19271305572573,112.215145997538,109.26549694438768,111.1003662890528,1950354.0
2022-03-29,109.49470226628875,110.78305856718107,108.62983494970624,110.47542261042524,1081152.0
2022-03-30,109.60224282693319,111.47336985126157,108.91688816650283,110.61330795359723,1389187.0
2022-03-31,111.74500677112896,113.2459855109089,109.43349771462488,111.39737498802293,3262539.0
2022-04-01,113.51564633386599,113.69023664715449,110.83720414690625,112.37276174757062,1514519.0
2022-04-04,112.5933187945244,113.93321061744486,111.88869518255846,113.47730285495281,5213273.0
2022-04-05,112.49742848962536,113.53276779130992,111.19564935755702,112.77037848209358,3562239.0
2022-04-06,111.30048231036236,112.35764839329286,110.85535263123184,111.88134142226332,2619506.0
2022-04-07,112.2661915888679,113.22187806171178,112.07072599877239,113.06110593330261,1015749.0
2022-04-08,112.49471315097968,114.47463719870082,112.01453723643868,112.58691183602394,3398992.0
2022-04-11,109.21185873972377,111.3524034906476,109.08019482577521,110.40080107211432,1756520.0
2022-04-12,109.08224638672486,109.14905608567224,107.8314788665019,108.47347285818407,5890228.0
2022-04-13,107.03932276861215,108.0961992540221,106.32624381376571,106.90166801521497,2455441.0
2022-04-14,107.37617202612766,107.59162552739203,106.29276695584063,107.47079119930767,3374384.0
2022-04-15,107.65447335651766,108.12369616310023,106.65125749566842,107.50806458245732,1093106.0
2022-04-18,108.22593076855156,109.7735050820978,107.85837720144615,108.36994428023378,1654606.0
2022-04-19,106.44681861817901,108.8097090903378,105.94399377001992,107.54348285912468,2037432.0
2022-04-20,108.836224496588,109.51034028456446,105.92484302645347,107.60670227733459,1258607.0
2022-04-21,108.40018773332,109.62713354171402,107.95847401576424,108.37581756669148,4629968.0
2022-04-22,108.62156558920438,108.71727868516774,107.61351003236437,107.73499411877062,5727082.0
2022-04-25,107.8437707617988,109.76698738849772,107.53054490466016,108.25740781688056,5926776.0
2022-04-26,107.77624876134938,108.84324504255305,105.53258788863127,107.09159348780541,2329047.0
2022-04-27,107.23889838242114,107.80179610175198,104.76773433574061,106.39190850051233,4943731.0
2022-04-28,105.83625815337908,107.5112325852234,105.32098946782854,105.67516975300846,3520319.0
2022-04-29,103.11164423856079,105.24896345030405,102.29601932814454,103.76572702690949,1229286.0
2022-05-02,105.91555834453018,105.98479913512067,104.03331613314556,104.34289847071379,1453508.0
2022-05-03,103.03387996008391,103.83873711011297,102.74429255039963,103.53436995712366,3738933.0
2022-05-04,102.97758591093023,104.83069770477773,101.57986933557751,103.4393321907551,3118275.0
2022-05-05,104.16109539946741,104.91413750815536,103.58715459951384,104.03179105133815,1041908.0
2022-05-06,104.58043055995466,105.67573200171077,104.20939679849616,104.58773045742669,5650527.0
2022-05-09,106.27569945027388,106.75594819951289,104.61397827687529,105.47758716585037,4651684.0
2022-05-10,106.40178211089481,107.09871808460495,104.04399984020321,105.25808500570109,3512064.0
2022-05-11,104.17757635376474,106.42675205255698,102.80886420917031,104.57187419876266,5934969.0
2022-05-12,104.61512344727888,105.02091602151637,102.55969072195361,104.40493938961757,5855675.0
2022-05-13,102.01801909894478,103.27358080070344,101.67805187851852,101.90059164537469,5869758.0
2022-05-16,99.48452243552225,101.18351441243694,99.47717532218664,99.81113918134976,2294178.0
2022-05-17,97.72932763202024,98.62540358796105,96.53583325992722,97.95048763992192,5404454.0
2022-05-18,96.87786951209966,96.88284952533449,96.04194748386739,96.58288374049457,3522726.0
2022-05-19,95.64370050352966,97.30015432103342,95.57711483165829,97.13540312650622,4630183.0
2022-05-20,95.27901083196397,97.29186719975556,94.7503880682381,95.92826294588416,5297653.0
2022-05-23,95.7850413209886,96.34650367459608,95.1794293813561,95.45638286895023,1816633.0
2022-05-24,98.35872977440319,98.9669023035878,95.76699235019474,97.24047708985852,3241261.0
2022-05-25,96.54050864769137,97.67846226891622,96.42927885149794,96.81635630389842,1644495.0
2022-05-26,98.08511328869743,99.61388583267704,97.08600860974812,97.88863884017293,2397436.0
2022-05-27,97.01824039002838,97.46784535112853,95.69021805322718,96.69459875376461,3067583.0
2022-05-30,96.4552042750122,97.91124002940234,95.59439697214471,96.51252297104168,5277376.0
2022-05-31,94.40065727349807,95.56890611564916,94.12869248717719,95.3361022534865,5313329.0
2022-06-01,94.2699570332189,95.99253735192751,93.8513672034443,95.00046186684922,2949447.0
2022-06-02,95.80833324992605,97.65366545307859,94.52572510441345,96.24511659533051,2645975.0
2022-06-03,93.92978352306307,95.62934006259826,92.36462188364246,94.0567184696329,3653616.0
2022-06-06,95.8701260997021,96.19444292825222,93.84747717810396,94.77435232197753,5559353.0
2022-06-07,95.25621276315384,95.40092101224309,94.99642282245796,95.24581298079325,5882635.0
2022-06-08,94.70669557509952,95.3133516299058,93.35385587838417,94.61923064972754,2133820.0
2022-06-09,93.01564073729267,93.04634378783416,91.24164384588808,92.87657710461107,1932416.0
2022-06-10,92.90605420940919,93.41387930898148,92.5504610724627,93.14768196137535,4533873.0
2022-06-13,92.6197731710252,93.79826649458168,91.82306826974913,92.64207526637536,2507003.0
2022-06-14,94.20418077303765,94.35657445376171,92.36847722912819,93.13415244235644,1998811.0
2022-06-15,93.55271304751903,94.68111869868358,93.18480637710897,93.35977432274183,3016059.0
2022-06-16,96.43186183628133,97.1591678913112,94.46728374508302,95.65614570534409,2959188.0
2022-06-17,96.36208154148606,96.84461489345004,94.8785165272783,95.54799657478151,3815291.0
2022-06-20,93.3046055189648,95.77451397277845,93.03689970160909,94.39494906032509,2000917.0
2022-06-21,94.16590868032719,95.02225679065215,93.41187942069504,94.8484580821318,4571830.0
2022-06-22,94.31548267956656,95.83621762550149,93.93396148742794,95.36064478680339,4400174.0
2022-06-23,96.96575294797296,98.52528509358683,96.61086721066913,97.3981679612646,3311744.0
2022-06-24,99.13724516998087,100.30514342201165,98.12692730359666,98.7655728157929,1906607.0
2022-06-27,98.55145329251549,99.59820186922857,98.12509134410067,99.4910994893118,3534780.0
2022-06-28,102.24872974762272,102.75453813694637,100.27435033896724,101.76248630717267,4374063.0
2022-06-29,101.35856399297069,101.56120649402143,99.36798973070594,100.30598880612929,2863580.0
2022-06-30,99.44129355638691,99.78892020873575,98.026817010594,99.63913032123546,2317377.0
2022-07-01,98.52946417383129,99.34481225447429,98.23393708244171,98.5736660803282,3532529.0
2022-07-04,97.55658700045556,99.85098583433953,96.69007172856816,98.25669307328684,2776089.0
2022-07-05,96.69474178750494,97.77807710085648,96.32446577199096,96.57881757714692,3002564.0
2022-07-06,97.40636048251427,98.13694170556535,97.2923019362067,97.64479318282777,2744303.0
2022-07-07,98.9162030543128,99.05639623285018,96.56192812210057,97.54471849547534,2517324.0
2022-07-08,95.87648360161377,96.39536215967256,95.52760290323104,95.73322006918305,4583758.0
2022-07-11,94.74888318469314,96.02485186784658,94.37910008032111,94.5585457922837,3301210.0
2022-07-12,95.62556621793223,95.72901689009639,95.05431930358668,95.15030870964397,3332546.0
2022-07-13,96.37367123883408,97.50075883258351,95.62479548087313,96.4365387837249,4265428.0
2022-07-14,97.96520958487818,100.06500977918554,97.88878760174016,99.29566880880814,2806494.0
2022-07-15,103.46194275431358,104.09206965125114,103.34018067242988,103.50498668981399,1505170.0
2022-07-18,104.87690110420208,105.93604725437166,103.00008842016157,104.26042802109514,5263113.0
2022-07-19,102.9636774456644,103.39244536625263,101.41741847901548,102.96113165228411,1278524.0
2022-07-20,99.76706994737152,100.2641073808907,99.63420103816313,100.01987913497675,3859753.0
2022-07-21,101.11082203101122,101.19641829416602,100.16019925459715,100.51165670534867,2329107.0
2022-07-22,100.35916725693687,100.7865324378181,97.91836518473654,99.47349567313248,2069154.0
2022-07-25,99.99957173875012,100.44561525811181,97.50374916057575,98.987886256329,1209782.0
2022-07-26,97.85110799428517,99.98583216510686,97.22185860353501,98.2199709329574,5500456.0
2022-07-27,96.7337179924261,98.68628736052042,96.62979091120458,98.09398070348804,3146025.0
2022-07-28,100.2648070898693,100.40363063856276,99.3565099947345,99.61319859587519,2713251.0
2022-07-29,99.44314050558904,100.20804119090552,99.10619599160998,99.87585791009484,4706142.0
2022-08-01,99.83541753039935,100.75912014821593,98.3352358031972,99.6852288417681,1194896.0
2022-08-02,99.4727026985932,100.02307818316707,97.73016338432875,98.25846804940952,3822753.0
2022-08-03,94.96627996328439,97.20010794947423,94.63751679367515,95.96077670886692,3473001.0
2022-08-04,95.9289322288283,96.36106507333672,94.38931110352098,95.30144468765246,3767188.0
2022-08-05,95.81694298574166,95.94237341307043,93.9024741861665,95.21207068759756,1619690.0
2022-08-08,98.48035437298762,99.15488706444638,96.67156407725435,97.53962320585684,5762695.0
2022-08-09,97.68752076412245,98.5991017048712,96.96771650035554,97.67629686764803,2192332.0
2022-08-10,99.1949604006674,99.29272703445112,98.49995085677992,98.96769362116694,4392252.0
2022-08-11,98.37450575782363,98.91999418530854,97.76562483728864,98.21174666852063,4735554.0
2022-08-12,96.32295438884694,96.7150219711756,95.17888198925701,96.50831723679553,2719918.0
2022-08-15,95.41598311848404,95.54326996706652,94.83412755132983,95.12153497841497,1653759.0
2022-08-16,94.09845128980953,94.18714989952647,93.8332714937398,94.06483088339964,2483350.0
2022-08-17,96.73625579061562,97.61164681451734,96.38241558838186,96.76919754268177,5034721.0
2022-08-18,95.34368665362577,96.67272933854272,95.16614486184788,95.54650505473296,5532475.0
2022-08-19,95.60656856963585,97.21185443602961,95.10424373458606,96.5518288509305,5684536.0
2022-08-22,95.22862419569978,95.98216312560818,94.46636964432352,95.20656379471528,2131555.0
2022-08-23,96.31103917170277,97.98564896332371,94.60070520977386,96.31870376496346,4032660.0
2022-08-24,97.34286985006942,98.0336465285343,96.37851935503046,96.70078355297434,1755179.0
2022-08-25,96.02816936783287,97.32807715208658,95.17910751563703,96.3458730955889,4551795.0
2022-08-26,96.40880683535293,96.70519405313797,95.31441399083123,96.14398288877477,3079338.0
2022-08-29,96.45999147239061,96.65764457413651,94.3817477733408,95.11217206631704,4567933.0
2022-08-30,94.52924987607678,96.03166502717323,94.0371540480994,95.55421396963261,4425633.0
2022-08-31,94.80730694059308,95.4096054502442,93.12364118273753,94.79054485565004,5964039.0
2022-09-01,93.57186300203895,94.53907533335125,91.53557287881011,93.00870069955202,3443216.0
2022-09-02,91.48281692150489,92.10347729237901,90.8020555972016,91.19136169207759,2707691.0
2022-09-05,91.14357953189311,92.50420394325543,90.82746320914492,91.26127960274125,3633777.0
2022-09-06,93.71494530286893,94.15728666211217,91.99707648358697,93.12889578996185,1814282.0
2022-09-07,94.24807636327105,94.31420366486783,92.63472529578614,93.18586572649122,1558801.0
2022-09-08,92.94119648371472,93.44706617616278,91.62846169589362,92.88146302507796,3595836.0
2022-09-09,93.46163840031768,93.58195712256429,92.11715657101838,93.1068028435061,5127031.0
2022-09-12,95.25444409865122,95.2796672686905,93.68475151725058,94.66600719293308,3666249.0
2022-09-13,94.01030232824948,95.16085684708591,93.38517088972257,94.81549079707864,4909618.0
2022-09-14,94.64114696693376,95.62678881226971,92.90233880091986,94.13351643930069,1889562.0
2022-09-15,95.65174482061653,96.01668875941974,95.32296769956004,95.46156089429363,3246953.0
2022-09-16,96.90470945669809,96.92059374794783,95.73265039759232,95.90920056533119,4065547.0
2022-09-19,96.98963483275938,99.2676504516191,96.75381764748425,97.85235651057329,2738378.0
2022-09-20,98.03514033020829,99.39349811378435,97.08189192707515,97.98979335781434,1070623.0
2022-09-21,96.85166067281183,97.0178044854476,95.68289738944574,96.20462847566118,1367238.0
2022-09-22,93.96295873404043,95.1247081791096,93.50203680314335,94.26721828248516,5638342.0
2022-09-23,97.43800945068654,98.08816605605095,95.02438329792156,96.36232361136916,4025684.0
2022-09-26,98.1663544069979,99.84139045701478,97.12753699578698,98.61188201922015,2322871.0
2022-09-27,99.70654367211324,99.75651170760804,97.26078785826508,98.29691521089534,2294094.0
2022-09-28,99.03850929961555,99.31044780398241,96.97561374848864,97.71347567787687,1197801.0
2022-09-29,99.7100683712168,101.10215317706738,99.10970238632521,99.66802722083189,5723886.0
2022-09-30,98.18019165137555,98.49623997316529,97.12096211854886,98.08936051269943,1541247.0
2022-10-03,96.77552550993583,97.8613030552137,96.22398380674498,96.83898335232654,4797284.0
2022-10-04,97.45613970228374,97.96848293848365,96.66692076767526,97.70154271758588,2201244.0
2022-10-05,97.52339657674621,98.33980062543681,95.94929381605523,97.16414592618435,2678131.0
2022-10-06,98.52633111809614,98.84697455082113,96.96531496052134,97.17164403911181,2369530.0
2022-10-07,96.90268387876841,97.91822804910043,96.87723061617743,96.97596639626066,5122605.0
2022-10-10,97.30219216765137,98.28803147970129,97.02387903029509,97.47310443402316,1164049.0
2022-10-11,99.09470321556662,99.60510288389648,97.83338742528848,99.4450632810054,2761445.0
2022-10-12,100.08687816787639,101.3612342173458,98.44159185054134,99.63592196539062,2396774.0
2022-10-13,100.54943342264734,100.88814348264398,100.21662589719988,100.61135704848598,2364777.0
2022-10-14,96.33194086590623,97.97993559388763,96.23563828711337,97.8138140323719,1964708.0
2022-10-17,97.4499617766415,98.35372004313736,96.96700096437145,97.84656832505505,5562233.0
2022-10-18,96.8607347033453,97.00709028324478,95.9221693677208,96.80244822559723,2893104.0
2022-10-19,93.73649955601626,96.10390984821277,93.6610321328568,95.2715222419878,3091027.0
2022-10-20,94.48043331691427,95.15067594896367,94.0402006830164,94.22972245186652,2925838.0
2022-10-21,94.46355477055063,94.52008172738851,93.48954039262392,93.92705549775204,5901086.0
2022-10-24,94.29681584861179,95.4565411626293,94.23464486758195,95.27871980064597,2695038.0
2022-10-25,93.770207557685,93.93948867841459,93.26316023125248,93.66811283552295,2708434.0
2022-10-26,93.18041416418367,94.58038528417663,92.69461627663617,93.87290514796027,2639619.0
2022-10-27,93.51614970174951,93.59924007194816,92.97633248713437,93.40971328961983,2634834.0
2022-10-28,93.99193440164412,94.3599096959009,92.91080023444431,93.1609997970445,1448656.0
2022-10-31,94.98510396657703,95.0828834218954,94.22738141841283,94.65510395300892,4021378.0
2022-11-01,95.0770587808899,96.1501728030195,94.78153621174167,95.56386776850132,1126024.0
2022-11-02,97.7730147721795,98.3077507055638,97.1668766549027,97.55655177341964,2129760.0
2022-11-03,98.10204562057483,98.34693391619103,97.2374869311168,97.55843118726837,2010571.0
2022-11-04,95.70867081094264,96.92493113910116,95.3124958828973,96.82537219005302,2457444.0
2022-11-07,96.32666006788446,97.02262095135355,96.1178987664171,96.74156770612247,4783247.0
2022-11-08,96.65885064362264,98.81681313953163,96.59855361715306,97.29253128695703,3997484.0
2022-11-09,97.84697811277088,97.85898469153972,97.56956287999955,97.7591762812755,5954048.0
2022-11-10,96.96630512260599,97.43404147493241,95.82106361465375,96.50385576262292,2755996.0
2022-11-11,97.23238083517856,97.75559720454457,96.31992362971998,96.8527807054897,5642630.0
2022-11-14,97.58884012157267,98.03863984260887,96.28164590181483,97.38977068465144,1224566.0
2022-11-15,101.28532274946133,101.89230022740388,100.59641162976796,101.05029266717867,3521096.0
2022-11-16,103.76997138919052,105.42376017279481,102.26686848903196,103.94054119166829,4994242.0
2022-11-17,102.69411556778446,104.51330870369443,101.20849546699735,102.93830497653617,3659119.0
2022-11-18,103.01545317794498,103.31558176770773,102.480872867667,102.75802440965029,5666551.0
2022-11-21,100.78636992913518,101.536152910616,100.59712244794886,100.8822004399794,2572907.0
2022-11-22,100.6914541670876,100.7821766241063,99.97172996162769,100.26858005093789,1166663.0
2022-11-23,101.45673577372446,101.84983188532262,99.76164562691284,100.92558786889818,4869697.0
2022-11-24,103.0866093479638,104.13603787699803,102.5226156461524,102.83868751300827,1340020.0
2022-11-25,101.61755893903792,102.49309344668711,100.41536723909284,101.99532577226194,4823783.0
2022-11-28,100.15066299430362,101.92894231283204,99.85870269005365,101.2583580654679,4667086.0
2022-11-29,99.97027540709115,100.05668187991236,96.9320978229741,98.40190249817542,5221361.0
2022-11-30,98.41878987735069,98.53118882483805,97.37371731476863,98.35163042404925,3394630.0
2022-12-01,97.70779829884255,97.91076809018566,95.31200610135062,97.0534865599071,5477522.0
2022-12-02,96.79415913631212,97.7508963119394,96.31830535940635,96.48725229485092,1849158.0
2022-12-05,94.88236985394575,95.7847661380397,94.69867397350663,95.44519901673151,3171746.0
2022-12-06,94.99693080479717,95.62231648351677,94.82890923534117,95.44999503891141,1609172.0
2022-12-07,91.79657616027275,93.5336217782336,91.6247775219157,93.22137758337958,4834377.0
2022-12-08,90.72681498443806,92.93284342035778,90.42567773409212,91.41355072920776,4571361.0
2022-12-09,92.95345481008458,94.34164992999429,92.84687024062515,94.23258360259348,5031993.0
2022-12-12,93.00131476891812,93.00894714080611,92.2589791945119,92.61980746750683,4821715.0
2022-12-13,89.79038348717499,91.41034587518597,89.66081746621848,91.2705358685489,2542298.0
2022-12-14,92.94393660264757,93.94813727786314,92.79050109383134,93.67827817307075,1340332.0
2022-12-15,98.31181976590516,98.66456060136383,96.62259116857372,97.5387162747103,5646211.0
2022-12-16,95.55838644626034,96.46941946936559,94.29905189380551,95.9791711611265,3464091.0
2022-12-19,96.1406091941669,96.53164586705545,94.79819508619245,95.51190301934707,1471707.0
2022-12-20,96.3773496112116,97.0430587565921,95.23939903479207,95.98403602755826,5635322.0
2022-12-21,99.52289272697593,99.82847748521985,97.23492823297696,98.31052361131836,5971345.0
2022-12-22,96.89923774537216,97.0484557925882,96.63571818621645,96.94369807574303,3227488.0
2022-12-23,97.07449389462553,98.08839260703422,95.96671034803417,96.59053604116934,4850453.0
2022-12-26,98.2916281773837,98.73490449150538,97.19173358970197,97.60994745860194,1181490.0
2022-12-27,98.17648771115803,98.5302934835813,97.89004532619526,98.1605580713946,1466354.0
2022-12-28,97.06273802664168,98.96858731997122,96.05416025493993,97.5886895348263,2382830.0
2022-12-29,97.47706105625944,98.85347567333268,96.26791925740028,97.34047795084818,4281148.0
2022-12-30,94.9153009594532,95.89898347602235,94.71423190718363,95.39126544754383,1667113.0
2023-01-02,96.09340298592237,96.5681218847493,94.23452833668195,94.98944550051726,1170897.0
2023-01-03,94.17503163297687,95.36755182227525,93.75450395432684,94.54259429223411,4343854.0
2023-01-04,93.96938237538448,95.81577518317448,93.63448561496904,94.7490697166873,4850934.0
2023-01-05,93.12784579084956,95.5689936261142,92.32988383158538,93.90324009934182,4696063.0
2023-01-06,94.72416790809166,95.08205204258904,92.81595644056416,94.4074060193353,4996114.0
2023-01-09,95.60033128324487,97.04006833212398,94.89056126467759,95.6225869410584,5014255.0
2023-01-10,95.92212465526268,96.3130150844219,95.06794336381445,95.699315946316,4012051.0
2023-01-11,97.11349915876274,97.43416519636767,95.20096502375632,96.03336208764512,3597067.0
2023-01-12,95.10267050427505,97.03796363797403,94.93952835189509,95.9619920456893,5284301.0
2023-01-13,95.95858910838437,96.26318230138895,94.96690643395102,95.81495545383163,2740133.0
2023-01-16,94.13085275128252,95.45763948558691,93.54124405841505,94.69642759378151,1489416.0
2023-01-17,94.32034425995062,95.5719733447074,93.97423934320875,94.96422077529944,4759814.0
2023-01-18,94.64222880403851,94.90084345361146,94.06954850989639,94.68044227888936,2379619.0
2023-01-19,97.37261682081126,97.44620647767151,96.63038716923671,97.29955745145483,5894269.0
2023-01-20,98.96365217195078,99.96637427478882,98.54403466606469,99.28230557362036,3070887.0
2023-01-23,99.61784926838392,99.78681839931878,99.39492976555084,99.65491709304004,5258964.0
2023-01-24,98.26839471665224,98.80217134728923,98.0505488868943,98.4268410735586,1212289.0
2023-01-25,96.87558800225969,98.02337536340528,95.44821215488248,96.73409211853256,4296153.0
2023-01-26,98.70579763049686,99.4726195486007,97.44473031168863,98.19243072456509,3241080.0
2023-01-27,99.03555162319617,99.73350760002516,97.9423365345748,98.39961554123103,3313010.0
2023-01-30,98.9113890121264,99.54278846441254,97.86555811950409,98.91059114339816,2326067.0
2023-01-31,95.40440748258868,97.90228682340033,95.01429863866844,96.3481591471793,5855968.0
2023-02-01,98.05092700589312,98.5428920949051,96.93757380590122,97.46154462848328,2963675.0
2023-02-02,97.67639258854496,98.25613435850642,96.47368268996843,97.94833682199709,5252398.0
2023-02-03,96.01217644376368,96.62994472367822,94.68367767082188,96.29836852054756,3125513.0
2023-02-06,94.64826571156878,96.7660339603775,94.47885294990998,95.54472187196119,1241379.0
2023-02-07,95.30125068910753,96.16557138206844,94.60305984070669,95.788161531301,5397058.0
2023-02-08,96.02700786431076,96.67878860808224,95.57587914744418,95.75722339529959,1925548.0
2023-02-09,93.93502233458317,96.97469392462374,93.64642302709169,95.27310052525829,2351704.0
2023-02-10,94.50785122857275,95.15390243087882,94.32310953346301,95.05237420681063,5305534.0
2023-02-13,93.81384864169212,94.76559674206301,93.06312003029683,94.6442763487201,5468715.0
2023-02-14,95.77903393495636,96.47901702369306,93.75633997802029,94.78404718664784,5583772.0
2023-02-15,96.85586542576222,97.74232052526249,96.58042376700887,96.6847001091956,3129854.0
2023-02-16,93.38636250331761,93.46270104772604,93.01431042153351,93.16852426618665,4784863.0
2023-02-17,93.12372470993076,94.33893186074512,91.66345285513903,92.83005932206224,2639038.0
2023-02-20,93.93530100088549,94.526712481398,92.05816068042114,93.04117382643325,4701954.0
2023-02-21,93.79482118809985,94.36474334319126,93.28420751931935,93.4197644022794,3512560.0
2023-02-22,92.83991686032832,94.01325389852386,91.67035551803939,92.93791900526023,1259795.0
2023-02-23,90.45153639175237,91.18010903854552,89.2642273805125,90.66836028826984,3088716.0
2023-02-24,91.20708806550412,91.28123337342659,90.25185764173698,91.1118714525856,3338631.0
2023-02-27,93.44089790508487,94.3909353683842,92.52147259037856,93.35399196016117,2286861.0
2023-02-28,91.6441048651975,91.95014756379841,91.30084748297688,91.40075242191351,3513396.0
2023-03-01,92.72275646557908,93.70477343495757,91.23741293921316,92.5678954768612,1248509.0
2023-03-02,93.09071595248032,93.61932046697373,91.60547285286206,92.21614412507124,1759008.0
2023-03-03,90.86628051052602,92.34261111057474,90.75199414814539,92.22191758985251,4833915.0
2023-03-06,91.1569775352346,91.9705873325771,90.29066023165798,90.9584801204092,2759649.0
2023-03-07,90.3547566662999,91.08485163091983,89.67651228028745,90.6378466925425,4041924.0
2023-03-08,93.71260970069618,93.86784688823899,91.88563203414598,92.40270002387115,3828951.0
2023-03-09,93.35235279917303,93.77958100043632,92.93607902240205,93.28402857154387,3756091.0
2023-03-10,95.4740906912444,96.77424778873791,94.32887010851091,95.68505596826922,3067041.0
