Date,SPY,QQQ,IWM,TLT,IEF,GLD,DBC,UUP
2020-01-20,97.67214999989015,105.45828931665173,99.41334595074065,100.68771908179322,102.5076766088382,110.13488266326081,105.45866923286012,100.55619039227892
2020-01-21,99.07122861634143,104.02279592256995,96.82988555965771,99.87252968099027,102.31784144318601,108.69046662594104,105.04835890882629,100.24784132561439
2020-01-22,97.87139887348873,104.45245360068114,99.11077376201973,100.76915283387342,102.86445208642216,109.59500390714803,107.11605887101503,100.19685200124309
2020-01-23,98.64068276158817,104.58057560183158,100.85504448494899,100.84148061128977,102.04362800117627,109.85320561523255,108.59697593782076,99.71581157466458
2020-01-24,98.12366733135143,103.54212689581377,98.52005129638219,102.16690918129297,103.17802119753811,110.91256590760501,109.24884440720055,99.77893824198884
2020-01-27,98.39289946210533,102.75760910983527,99.65178187919275,103.01226083294941,103.72785512819136,111.18871212572236,110.23289841563401,100.07608193705282
2020-01-28,100.18716844976142,103.4620500993272,97.69494644180263,103.21885506780298,104.74174036649535,112.77586051074823,112.34397172559332,100.42955037385002
2020-01-29,98.24715366585419,100.81698677710386,95.14410317854252,104.1203162096344,105.6022729251629,112.53649717883482,110.89280031070199,100.40603304530968
2020-01-30,98.00669483969112,99.95959149445437,96.05033273662252,103.39587556233494,104.00737988255331,110.20812753141982,109.4088390159629,98.57663194504339
2020-01-31,97.69097781280078,99.5285954989906,94.06665881220377,102.49751737563764,103.93381317664767,108.6654218930151,109.55584932008895,98.22668528825236
2020-02-03,96.18081574033758,98.19564239554342,94.4012498740472,104.54872436278735,104.52910521307577,109.38550060838644,112.14525805129709,98.29892201699141
2020-02-04,95.91718305401128,96.53533130303936,93.39728033107697,106.89443132317693,104.091971899771,109.32577176376921,110.45369848926705,98.38502872603368
2020-02-05,96.80216068679215,96.50787968841426,94.53733823884725,107.26364324446915,104.2051027956052,111.59556162467197,112.18250192980457,98.43642366620693
2020-02-06,96.17698920810179,95.43445020412086,94.82070546236562,107.23516869494085,105.94540219794852,113.92635040058042,112.68603000688775,98.47540426091967
2020-02-07,97.8362128883859,93.75124526989403,94.31999656604421,108.13823722845211,105.48408013898094,113.48859958443789,112.2940660778735,98.79152033625729
2020-02-10,98.00500672598669,94.26759244630622,95.2401550785007,107.96287704592189,106.00737804248507,113.40316058089088,111.36827156376793,98.43388360085964
2020-02-11,96.45063694110455,93.33310444771885,96.0529609529408,108.46145996732895,105.8866709290245,111.94577887065205,110.23405227140222,98.15688421184677
2020-02-12,95.93935242964046,91.67649228488253,95.00667663656608,109.89978735758157,104.9867170371167,110.9048802373859,106.8942292573319,97.9886956783616
2020-02-13,95.25579436330499,89.30513628665229,94.52221664802941,112.17242016898008,105.51499580637244,112.18267285224017,107.05193845418215,97.13332421227176
2020-02-14,95.75634807015383,89.01125245708657,92.73026075479135,113.13805387216817,105.86333963582497,111.89821566623013,108.22050145819098,96.85155562663631
2020-02-17,96.40599040992187,88.20451847649517,93.40472808851985,112.04417486207959,106.66114191643226,112.3126878386373,109.9908217465628,96.50662490412111
2020-02-18,95.98074106904532,89.01421493857552,90.03066627613583,111.4787554332227,107.50414740679948,112.3513985448955,110.6102322697704,96.13244134890506
2020-02-19,96.55566538517233,88.40986668570206,88.38780318676854,110.15313621563485,107.26286695235312,110.80984297596363,108.68215771780059,94.33154349987262
2020-02-20,94.65969389874759,87.47191728923855,88.16402273877121,110.18419404694659,107.08099909672772,107.66400920986085,109.69504095364051,93.49025459176946
2020-02-21,96.28632369270876,89.46977620794604,89.25606668515962,108.88665325929733,106.63683918046316,107.1503777654624,110.60925122556246,93.76179058645181
2020-02-24,96.83223685052664,90.62407399308792,91.71056719225012,107.92998771768056,106.84670125399865,107.19179841660598,110.52403902635515,93.92898156875414
2020-02-25,95.91526834838972,91.49576859438476,92.84582243646562,108.9803147724001,106.82510195586352,107.99550260236157,110.56273030260519,93.73252088457346
2020-02-26,96.37759756533929,91.92380915090659,91.66598635015943,109.54946779673142,105.84005802068192,107.46099838161416,109.3909877782413,93.39918407657174
2020-02-27,95.36711864726061,92.7556007099611,92.32584553058248,110.62537036403894,105.96531650504619,106.78101240043007,109.54775888833612,93.22914322256004
2020-02-28,95.82659302693156,94.20408713282045,93.12600686799503,109.6597765662991,105.45874043135004,106.97862390404194,107.95723161081712,93.34816277826859
2020-03-02,96.03597218671919,93.6674353753391,92.545135102912,109.95353508886785,105.07260652732519,105.89349075603525,108.37057688378768,93.28397720458115
2020-03-03,97.6624992877913,92.97236977733299,90.54442373207655,110.91138837874097,105.73277096007433,105.76572362154566,107.3917286350073,93.60318577947106
2020-03-04,95.96033345629425,92.21417138897257,87.34595190182752,111.5731586301177,105.03445409640746,103.98991356825415,107.12289378741286,92.74323869624162
2020-03-05,96.69945732062949,91.68429061275174,86.32861056610047,110.26483809418512,105.63251075299358,103.61694012712957,108.47477409433155,92.06908646818884
2020-03-06,96.47695908944935,91.70622578442364,87.90371008617342,111.74114217231114,105.20014733278234,103.13507919251515,107.17868791348482,92.94241709975142
2020-03-09,96.37952286103246,90.96551362144947,87.64462673403645,109.50559003876256,104.173442499626,102.31139069891458,105.57529294044943,92.19818573279409
2020-03-10,95.3977167695486,91.34897898772083,89.57429436522044,108.2035249377288,104.01320539786498,101.57963117318121,105.50472566057223,92.04711866544518
2020-03-11,95.23971901812605,90.34099872216834,89.28386333276418,107.85524493098526,104.03387325966126,101.0021227183493,105.54319346638282,91.55996404316073
2020-03-12,94.91359879878408,91.38109427663358,89.10415138505351,107.51609265739643,104.45602793212147,101.40209292278777,105.8485757907906,91.70282969862184
2020-03-13,93.71956583923489,91.57721917220962,90.43548022954654,108.02357115456837,103.56652292005877,101.28158188530394,104.42246700832338,91.48174577448745
2020-03-16,93.83100755196476,90.30493010603003,91.81760248587749,107.94172681167598,104.00792906953531,101.9919951377902,106.05593025929126,91.91667262659186
2020-03-17,92.44403424228189,90.02272555820883,88.76849892986802,108.24577630446956,104.85700250449965,102.19816301833322,106.72561418777167,91.40535158469709
2020-03-18,92.74074651951423,90.19241477732935,90.36919417536234,109.37703198972402,104.51923122267803,106.09376790208745,107.57582658775966,91.3669047753588
2020-03-19,93.29982513322162,91.12706266524384,91.32948296640645,108.39188486393022,105.09960042140227,106.68512575469771,109.90619929557172,92.0531865596276
2020-03-20,92.12064980840137,89.80795105054352,89.55897909863751,109.29800451046725,105.5824297417947,106.41149690191682,108.36394933177249,92.01710644411712
2020-03-23,93.42886004086249,88.71761806132075,89.40601893269087,109.48785565521248,105.49386183448482,106.29666552666757,110.37037576022624,92.4573891553199
2020-03-24,94.2401919263802,88.12429047605364,92.18285017652278,109.38868741925903,104.89507933959679,106.29397931512416,110.18411342831867,93.43870545871196
2020-03-25,94.4533510564579,88.25548353089998,89.5781328514144,110.37379872251162,104.50888053059376,104.9219354007914,110.39335071396319,92.96782783472548
2020-03-26,95.26360530234174,89.62014954246749,87.86371112289301,110.12667654230863,103.5113592170747,104.41231723863571,110.8305497607665,92.19524220567989
2020-03-27,97.82499697141581,89.67622867311199,86.36626229562174,109.6528034297027,103.99043329223225,102.96083790434567,111.63263989716117,91.78150007874389
2020-03-30,99.57246460204394,90.23976666836317,86.0766748639533,110.60976291206394,102.66979173076427,102.63590164910359,115.80943190380937,91.72198246358474
2020-03-31,101.57520780076872,90.90978409018251,85.38975794858655,109.86090259130205,102.45319231725915,102.26965204528702,114.37585227629165,91.4825653856008
2020-04-01,99.28803576543874,90.57514187380366,85.51463451292173,111.20863399724348,101.18745652374959,102.50280101136178,113.00159309365729,90.32910542078531
2020-04-02,99.40594301405375,91.7897296954537,86.5887834910283,111.7298671118687,101.74972667166251,105.10259433402011,114.79521560857151,89.65253718612625
2020-04-03,98.2460268112255,92.05289339320166,85.59156575698769,112.896307156731,102.62652056625896,105.70469294386555,119.55777351408811,89.21456791944844
2020-04-06,99.59355770443392,91.57815993002804,84.44198248500808,113.64966953010081,102.10858269677348,106.9972463968952,116.99399204647378,89.25674949091325
2020-04-07,98.30940282257508,90.91671981378073,83.44171404798874,112.5267285185012,102.863884287034,104.28209407010193,113.690206521097,89.59605718282918
2020-04-08,99.72221830303857,92.19079275011686,84.4565703202027,114.94005394378135,101.54234788416132,104.45324922572416,113.38468590487989,90.63943905228975
2020-04-09,100.1325903129886,93.95103331951134,86.40955034058791,113.88254535013105,100.38125968797415,103.04191993018905,118.11726454215832,91.10640345078022
2020-04-10,101.00504401726087,93.57632737293187,86.15288305217027,113.29576586596635,100.02230656454898,99.17415164809218,117.43464613849817,90.96115647392612
2020-04-13,101.4266741107678,93.96281668216253,87.698616395513,112.8452853303581,100.42617653093613,96.28468542790381,116.10348309033358,92.4090951347187
2020-04-14,99.55506871741092,93.10499211511633,88.35551209841094,111.9465013926774,101.16749525270568,93.88052774466236,111.26261286791623,91.75554385276963
2020-04-15,97.06937540033121,92.52295432914018,87.19017362775466,113.03257770672049,100.71825923830815,96.36734534779832,109.72246434438841,91.19752647726692
2020-04-16,97.71730429367027,92.26027456506688,86.183359839605,113.16985866891649,101.51229023204684,97.7334560139015,112.32746229005998,90.97392364649757
2020-04-17,96.56672880752092,95.0682831934973,86.05261467213833,113.5237590479701,101.98601717827258,100.59657208413132,110.8638119452819,91.05552592593261
2020-04-20,95.92654905407929,94.42383077424371,81.78058525815753,114.21206974831397,100.0289504620558,98.66440365963062,108.6187403553181,90.44438674637526
2020-04-21,94.18296564486906,95.51536558496507,80.25461563367057,112.8515495780944,99.33855292783213,95.9525892978237,106.79135063276985,90.35975643239664
2020-04-22,91.2067032620761,93.95146943563802,80.8195304708352,113.79204649336737,100.18138991568071,93.64734865631353,108.29161384391874,89.4878930129447
2020-04-23,91.47130060153205,96.13772763113431,84.17504844079124,113.49548645010246,100.34545134593328,94.39997746751769,109.65607602518637,90.78961485881094
2020-04-24,91.47807823607444,95.92957541379256,81.84643269749711,114.05932931570098,101.11915223488398,93.41853951440928,108.74566220678842,91.75307395514471
2020-04-27,91.7272639333723,95.52179156771447,80.02959859372886,113.47655351895878,101.03934279845232,94.58156467137901,106.55538264940157,92.39345220018647
2020-04-28,90.4540597702168,94.64645894117353,80.94323235882305,113.34258087421875,100.44821573796494,93.70429079278124,106.42736772309914,91.17556761690011
2020-04-29,90.12136548249562,94.38938089833853,80.20240841103409,114.53832800502998,100.13769911028223,93.16983959727985,106.43145422370259,91.57197577990415
2020-04-30,89.82689924484228,96.69807997739362,79.12206117602504,116.13551518152157,99.39457373838425,93.37472336796856,107.77741832945686,92.83040619851654
2020-05-01,91.03843046856856,96.33406362178904,81.28677279731463,115.24319671230272,98.37745043977891,93.98539576755226,108.0032105972124,93.31856653466397
2020-05-04,90.29227224713226,96.76134550861188,82.20593902238794,115.51574950932822,98.30725087782994,93.28350520700245,110.15348692804206,93.48357263437931
2020-05-05,90.96897339788417,96.35443319527087,82.29562473073233,113.94358910670735,98.2442381388829,93.91735864822141,109.78117910118775,93.73742399037673
2020-05-06,91.40049923990465,98.64102281517434,82.46300310818367,111.16514952058046,98.19022907053075,93.49839461894652,107.50073238908222,94.0948236132698
2020-05-07,91.76746667543813,99.45644065879516,82.1405454095037,111.24724638780113,98.30345640478583,96.27411145183409,106.79133731670242,94.18335483242801
2020-05-08,92.27291269715532,96.71722545029137,79.25330530178502,114.9008126660013,97.44477676864838,96.69300442637622,104.59805812032062,93.63816684090557
2020-05-11,88.56349381760171,93.68058647900705,79.63125426622452,113.74890557400535,98.44659357206466,96.03485471756046,106.45133420450041,92.65331428650393
2020-05-12,90.75263224392555,96.1412231891264,79.81783351888829,110.6223930042636,99.2978957381558,94.71594257753661,106.14714311453679,93.56292384583057
2020-05-13,92.72823741565534,94.67755078511837,79.86648674964395,110.14323661404816,100.29796408716491,98.49206561826618,103.92519168021477,94.36810300221912
2020-05-14,87.37656293623401,93.34368965175183,76.39599434272574,114.44349653469436,101.53036959631704,97.52466338966656,103.07061745345707,94.11696588578387
2020-05-15,87.65758641350327,93.01558806836393,77.6169973467215,116.58662618880207,102.20276379829384,97.23227486699956,102.00740885215606,94.5111706401541
2020-05-18,89.45582182506371,92.68786951383738,76.56806681417065,116.71897861268235,100.81953153218377,95.26775971180541,102.1543052550116,94.150190496695
2020-05-19,88.5957283072716,93.11364894968696,75.30475131462921,115.9719354075884,100.52108699778593,95.3344276075023,101.34754324799025,93.00756129533545
2020-05-20,88.0100094269818,94.33235644441305,78.87168272750242,113.68223458970736,100.40422178265776,95.08042719190925,102.64565306508635,93.28802913245451
2020-05-21,90.55293128802874,96.08518302717681,78.50638192940269,112.3308106367477,100.39221697265943,96.0013680812378,106.83540557630901,94.32304526271146
2020-05-22,88.37770691503627,96.26797575006938,75.45657087399799,110.66829154982443,101.4502755943564,95.70504883636389,103.83584137054625,94.90086863126304
2020-05-25,86.60119053791273,93.10541875332986,75.87546394167282,111.61017836164808,101.7210607023586,95.234944101003,103.65726364300765,94.61768224283509
2020-05-26,86.25477719439118,88.81217323394179,72.57831349808164,113.58266619569757,101.8039518456805,95.14176452870082,104.58233169816013,93.867894924139
2020-05-27,86.69548721985902,93.20720661383616,74.5338184452611,115.38233817982282,102.7905887221089,98.53006764468391,107.35601424435642,94.4932447585338
2020-05-28,84.72021976123678,93.7105192650256,75.07374418976806,115.32986793101784,103.71857533340894,97.95510852869968,109.36659272410813,94.5968669289447
2020-05-29,84.61207169992608,93.6279795938362,74.81350003144514,119.1628789425486,102.40907206622208,98.70581077471118,112.02126191020672,95.19375397240299
2020-06-01,84.05433917590636,97.25785696480644,73.18095841383314,117.02934296246764,102.78699513151113,96.51617755610923,107.5472844359648,95.93996273862261
2020-06-02,85.28800587748105,99.21996507216573,72.74360367161609,116.94198277449289,101.64762843696187,98.76307764537614,108.80641348959111,96.21275002869409
2020-06-03,81.91488961027689,100.1053919095262,74.92692290055146,118.95409403544492,102.57625093909539,99.72981654334548,109.37675839828553,97.10336161881067
2020-06-04,82.49692692506301,100.77566418668648,74.50933740804066,121.46241395538166,101.5249518302299,100.165540086424,108.92277423854149,98.05189295685953
2020-06-05,84.81176136285542,104.34525904755478,76.81132194304958,118.03587480787189,102.66177223039563,102.12840647256482,110.23951876751927,98.65842458634906
2020-06-08,84.1892102913261,105.14223864876865,77.35093105871822,117.44406314093241,100.16158010280685,100.7096766949115,109.30726947183895,98.31325571028462
2020-06-09,83.88450415201167,106.11197781409565,79.37415176650464,116.39660766760012,101.2890315584226,98.8576186363273,108.07933143094945,98.38502748748866
2020-06-10,79.7373080673907,102.29799853825352,80.45372862791532,119.30922855548182,102.10776331898985,101.12516085821528,108.41941166423155,97.89146515688597
2020-06-11,80.07879248256022,102.01512502303926,81.93083143773504,116.76028160163479,102.81362461227117,100.43130642773548,109.67033021785994,96.83261112373845
2020-06-12,79.36327427362801,101.92568071248245,83.56898463633452,114.85173083889929,104.27787149822443,101.38003885191355,109.10462706311326,97.7681053486525
2020-06-15,79.48265421611372,104.68078267431235,88.83430948316283,114.98754172787852,103.16517694939134,101.84333752125679,111.25954175329117,98.45484956672988
2020-06-16,78.1147094432858,102.54433023876533,89.6120520308808,118.92489742878016,101.08703648443809,102.52626738920172,110.47345235093948,98.7788422062517
2020-06-17,79.4273830974158,103.02706322507032,87.67794232695007,116.7264335933305,99.20609594995817,102.62641239060825,108.16086916121095,97.58088840036376
2020-06-18,78.94252729538108,99.57248451070457,87.6534104110014,119.25884600314805,100.66474095859883,101.39790548865118,111.40865879512442,97.55808311188419
2020-06-19,75.87884166696237,95.70973462844944,84.12582474589692,120.79760341260099,100.63238753474863,97.68765598281573,108.82159753155483,98.16698631827768
2020-06-22,74.77123634312164,96.36493398501335,84.08603596616594,125.14872278898652,99.14737115835402,99.54657392624941,107.18906992044643,98.00949507410151
2020-06-23,74.58553195572442,103.47253296316583,83.50241218302766,121.25863560997499,99.74739846465627,98.72264441591113,107.07529298485787,98.23906651265224
2020-06-24,74.68918918881415,103.03429746720656,83.9790091723915,121.86455255384597,100.55950335925792,98.84727889057687,106.62956393137166,97.99272723169744
2020-06-25,75.53348952102229,103.14313209318739,85.32108838115552,122.37440646176965,101.96572984829857,100.55119429206154,109.52186768507535,97.84649100579715
2020-06-26,73.85996617903564,101.77999306105224,82.05302295394449,124.46029756358563,101.33925963194758,99.68998094177856,104.20165578100182,96.86312146918564
2020-06-29,73.31852017781941,100.92313614015487,78.05982363871756,125.4709096419183,102.74689473594691,100.55986067048173,103.11187280417755,96.49097290320836
2020-06-30,71.53863849912933,101.77243442130145,80.55128616910343,124.52583306931537,101.0377341862179,99.8559139061166,103.03883011964372,94.21198473699286
2020-07-01,71.69724840100118,106.94857186730783,82.94545723266616,124.39760669224569,100.86015899265432,102.59887562813724,103.05525015509565,94.29760802969638
2020-07-02,72.24224716620468,105.35939457437975,83.3525362896506,121.34224431216091,101.45614579103115,103.16082444615813,102.39392903158728,94.05677673214755
2020-07-03,74.54410462712877,103.42183819332354,81.69313434171123,119.62250902157554,100.98101277781153,101.01361672777558,101.53925877642926,93.39666466217751
2020-07-06,72.34259381741084,98.86005408887186,82.96081586618642,120.3555773575093,101.26764131504662,100.3288305584607,100.53729547440969,93.54401564477799
2020-07-07,73.11631132750195,97.68676289298055,81.21318763096238,118.91102620238969,100.16765189923443,100.91669194776274,97.6358998253938,91.64514307404582
2020-07-08,71.84264728928554,95.41191769449566,81.19304813078048,118.11612354940489,100.94715173162312,100.86642443023808,98.83492152672167,92.58382168777662
2020-07-09,75.89659216445949,99.68062436996459,80.43144312053008,116.24436214017997,100.38508031533246,104.641973108509,100.90116054542423,93.5602344650118
2020-07-10,75.5908018064469,100.91124535052091,81.94689297036804,115.27862631093879,100.90507213722655,106.60612985679315,101.11575853102714,94.33076848794965
2020-07-13,78.0406324690314,101.79615919830292,82.60729870461086,114.17863381944315,99.90386407715745,106.95161368063518,100.55624265612182,94.21525865318121
2020-07-14,76.79043455264112,97.67004500764732,79.72546469929809,115.78820410705471,99.52833468038284,104.70496483845979,101.60073409917989,94.27423105076902
2020-07-15,75.68324488142297,98.66238641495943,78.27620821730947,118.55887861821918,99.29389771455698,105.23939799521315,104.13632795800936,93.83737816197615
2020-07-16,77.61624772190993,97.31458909437193,78.94123906781125,117.82302930545019,99.02235115363713,105.56372919903238,104.06902023228277,93.2462143043681
2020-07-17,78.91877294315918,99.30011283706972,82.03290129246487,119.03505749259644,97.33401240247521,108.3027417210521,107.09792195208271,93.12432297576679
2020-07-20,80.512782407564,103.15346994039767,81.81088771291408,116.17358175257186,96.48954054047363,112.09085660726619,107.16620517941493,92.0174858517469
2020-07-21,80.06119039950718,100.54478081337818,80.47204082914851,116.91477210213775,94.55476303397049,110.8464225722777,107.48943270477582,91.03435045763825
2020-07-22,79.40437621664503,102.87530522994994,78.06087288533313,115.21845309592038,93.36545694675223,109.03736330889198,106.34782283554696,90.32270924897342
2020-07-23,80.23379700766671,105.08445363788199,79.4706080088014,113.42295243148794,92.7409693625605,110.85236341167028,104.60347440401367,90.15153874550919
2020-07-24,79.52007883527396,104.355407259011,77.0266077277436,111.99868486428382,95.18244632715874,112.43940771698459,103.61660914388129,90.17425354408547
2020-07-27,80.55258161972606,103.77800587510623,78.3164844521887,110.82920954372443,94.65727076327988,112.08315672759734,102.59709006557283,88.65978138070922
2020-07-28,80.54235481637852,104.3543475691276,79.28620497404931,109.22526074075843,94.78791749459036,112.25127035965711,99.62309883947401,87.41901314254883
2020-07-29,81.26557816273636,102.17848433412,81.09394660897311,112.17162574294393,94.35567866006268,112.33431859779924,100.65481538436482,88.30798692926025
2020-07-30,79.37485357631766,104.54244231818686,82.99801200526773,112.96641513826427,93.82230960423799,114.06183261211842,102.26930372488006,87.6126526887364
2020-07-31,82.64936052008662,104.77932974793018,84.49748238177057,111.41565623846255,93.6581654959366,116.55344485424617,101.69628343338748,86.89920685699414
2020-08-03,81.86008274561641,101.26170423320463,82.15358624389094,112.07763091113623,94.09971251604794,117.749887324174,99.28297648670228,86.77714540560214
2020-08-04,80.98406901076633,104.19456212256691,87.56324603124997,111.64882216598056,95.05692941225391,118.98731786564316,98.77264080404522,86.96986195582129
2020-08-05,78.381903924599,100.99259369778149,85.89089050562383,114.35852919648954,96.38028022278952,119.94272768984264,98.28660934723112,86.6325353915379
2020-08-06,78.39094084437284,101.26496255887425,86.43999910199267,114.83451046041628,96.25173267176591,117.15841566051324,96.82196505371749,86.50221478223688
2020-08-07,81.00799661958796,101.00136499210286,88.44235384628226,116.34796178775446,96.2419816409763,118.35508388370127,98.01388157866374,86.6411633243104
2020-08-10,81.46008450383171,103.75850794708654,90.20202856922175,116.90951717008463,96.57450472065996,123.10989895887414,98.50886973122067,87.20681961333014
2020-08-11,82.56464478427547,107.08042925931123,85.4380623809663,116.14659984785092,96.36908353311277,120.99617134180778,99.32919801939073,87.21191358404309
2020-08-12,81.86457944044,102.68697412890369,81.75989413645354,115.7827035342297,97.37432974125112,117.66281820497527,94.87896918509526,86.12996989389706
2020-08-13,80.85033865845233,106.36376845405155,87.16182359342318,114.0952342832052,97.61431630431244,121.11548002192659,97.82006454852541,86.3268868661776
2020-08-14,78.70039887090904,104.40321719504462,82.24467112966965,115.69359177380367,99.09298756849748,117.51892805604602,97.18243809205087,86.46262769659423
2020-08-17,80.62355567929797,108.3408072261713,84.84989585266067,113.52492003955427,98.0103715838758,119.93376328782736,96.72937521149679,86.58637911248096
2020-08-18,83.09597588574908,109.40244267768904,82.58724961376544,112.85402150257093,98.42502682987767,120.13054732710755,98.8312082005633,87.44417058092638
2020-08-19,81.96866551525558,107.68837809527669,81.84869735841023,111.58571619466781,98.9946825788333,118.90405639542129,99.0817629099922,86.71864339748835
2020-08-20,80.48131601434605,111.81206880635726,80.23961546796349,110.77907187161861,98.30690527704584,117.66824616790323,96.93691406000808,86.514222922462
2020-08-21,79.30246319115095,110.25941614808599,80.47055245992365,112.14972680935477,99.00669384569275,116.94563398617923,97.85981884506234,86.64059272391933
2020-08-24,79.0902096045809,105.6602676504467,81.13014712611427,112.4081128496815,100.85387173895417,118.49434658008194,96.66506859457475,86.08931125222927
2020-08-25,80.86733343720637,103.9963294026276,82.6443518855171,111.66058046362085,102.60225886992154,120.04011487702601,100.13548085453779,87.26117629679904
2020-08-26,80.07716826068844,102.89602638200483,85.35775813140935,111.60365292558876,101.73703093543078,121.66338973431579,103.71490988614667,86.8554201078452
2020-08-27,82.30477600948383,103.18615941275537,88.82962223905905,110.46465237457346,102.46546462945925,124.20962820289863,104.96894783204671,87.5598551117362
2020-08-28,81.43528244297872,100.23909538273199,85.86397514161985,111.3069451851192,102.07117897516653,123.63525773286995,104.52305843001311,87.30172707653907
2020-08-31,80.6788382982668,100.2376639008832,85.72434230796381,113.49145149609636,101.57991990251102,123.47934576141849,104.54516575718746,87.43240186894113
2020-09-01,79.53453606625462,98.51816812458625,87.48440137001752,112.85591976234338,102.59906959292478,127.10376168897275,106.78946823391024,86.218476890874
2020-09-02,80.83440331735925,100.12183897444532,89.35562445221959,109.94002799273812,102.86618098625286,125.57026580178601,109.11462763106586,86.92884232619575
2020-09-03,85.02340741657844,100.55861288817289,87.10557552811015,111.06562505212831,103.5273223845744,126.93286741401457,113.26198131280843,87.95026405027954
2020-09-04,82.89314271507455,99.21366670547054,85.53455363753437,111.7178369709184,104.2457651411534,125.31590656152724,112.41031235953862,88.21024156466503
2020-09-07,82.82701508134063,98.65017253120863,84.86090721274037,111.84805307816295,102.57121918941733,124.42937239896916,109.42520367038935,87.92481187078555
2020-09-08,80.44254450592881,100.19224008525313,85.15801015052871,110.1754352614124,102.89502069249328,122.47037126143721,111.65893398683365,87.89365963464347
2020-09-09,79.21455566875389,100.44323471446648,84.93028483508355,112.2203188017562,103.54303941525806,124.34642604058665,110.76639477861244,88.7655417265897
2020-09-10,82.59283670298474,103.07561934974878,86.1275342622583,111.5269269705222,102.02719252333972,125.52314370186892,109.7266246863984,89.16277305990515
2020-09-11,82.0183000988976,100.99592741500516,87.03953416964771,109.70525094637411,102.1079607624256,122.31406750651604,111.72909936378971,89.95202735619362
2020-09-14,83.47547900609156,106.04007607871895,89.55960658643194,109.48494630711714,101.08472647563313,122.33907785481621,113.4010933671264,90.23825350175852
2020-09-15,82.81192878528495,107.76460353773815,89.48354764156163,107.31194909746071,100.80687669500341,120.26958642033665,111.96237012872989,89.35675660015515
2020-09-16,84.86227210454047,113.33081353389807,88.39577657609225,107.55004823965713,100.96606676777782,120.34196898467127,113.94163590864348,90.93905814806469
2020-09-17,86.36107044733409,118.23022480353788,86.91490222542245,106.06669508057468,100.8936632760791,121.4145347514301,114.45580410965364,90.86030192532786
2020-09-18,85.70325775477066,116.41367010555675,87.58746939248861,102.54452223284463,102.39260057013738,119.7494277803643,111.03792931983662,91.03403016386609
2020-09-21,83.33318144626608,116.766339337527,86.28404550272613,103.88928022757318,103.58190616384258,122.37337132564743,110.72657007040065,90.996693140614
2020-09-22,83.33712063943494,112.93018256977577,87.09853715375077,104.40229876671796,102.54404910710555,123.55357623475595,112.15757137556028,89.70128163787156
2020-09-23,84.30721537306432,116.60102478260885,89.69867090044758,102.33594392157468,100.62929405454855,122.91836859308059,110.79073690325816,89.58168883074924
2020-09-24,84.14318977295679,118.0158229674402,88.61672765943072,102.20007428073208,103.44485371928118,124.52412123320794,113.80685047647773,90.3737943469492
2020-09-25,84.51171710021049,115.6192292157446,89.56055944064059,102.24615327188708,104.3079136524845,128.51961874739408,114.68019312969307,90.86346132602706
2020-09-28,82.7767334892636,115.36747537091638,92.62133120872721,102.17106898767958,103.68958101102453,128.63617087906582,114.05432164744636,90.63376861898607
2020-09-29,82.1517910615399,120.54353293168217,91.19446415139585,101.44496947869928,102.98171468345072,130.5527097283541,113.30354136789418,91.26613882428984
2020-09-30,82.41585994490951,120.56311043392812,87.91334330748332,103.40636616309062,103.84770426120046,132.22197128962824,113.97921241062363,91.32859601199577
