Date,SPY,QQQ,IWM,TLT,IEF,GLD,DBC,UUP,__CASH__
2025-06-05,0.0,0.0,2.0424091885959292e-16,1.0386905106235587e-15,0.0,1.457167719820518e-16,1.1305497852783776e-16,0.0,0.9999999999999984
2025-06-12,6.438775639268803e-17,7.316337608555257e-16,0.0,2.2184917942857874e-15,0.0,3.5460273607258874e-17,0.0,0.0,0.999999999999997
2025-06-20,0.0,0.0,5.049129517264994e-16,1.7305323993330194e-16,0.0,1.1362438767648086e-16,5.065392549852277e-16,0.0,0.9999999999999987
2025-06-27,2.172741153660951e-16,1.3704315460216776e-16,0.0,5.169475958410885e-16,0.0,8.413408858487514e-17,0.0,8.500145032286355e-16,0.9999999999999982
2025-07-07,3.557752651333937e-16,0.0,2.8924693429360413e-16,8.172404379329844e-17,0.0,0.0,0.0,0.0,0.9999999999999992
2025-07-14,0.0,3.026097086061219e-16,1.0274526495727838e-15,1.821334687600509e-16,0.0,0.0,2.0801301653079272e-16,0.0,0.9999999999999983
2025-07-21,0.0,1.8419220680623136e-15,0.0,0.0,3.000151401060914e-15,2.372342535387516e-15,9.596581007508171e-16,2.4371286142978717e-10,0.999999999756279
2025-07-28,0.0,0.0,0.0,0.0,1.9480944635219544e-15,0.0,0.0,0.0,0.999999999999998
2025-08-04,0.0,0.0,2.0949573696943062e-16,4.6779564793799325e-17,0.0,0.0,7.448786562330636e-17,0.0,0.9999999999999997
2025-08-11,1.6051613163647893e-16,9.80118763926896e-17,0.0,0.0,1.445994598603495e-16,1.846396299742814e-16,0.0,1.9255430583342559e-16,0.9999999999999992
2025-08-18,0.0,1.4181364416110398e-16,7.058969343003097e-16,0.0,2.719179048593645e-16,0.0,2.298296957472809e-16,2.6351533802260185e-16,0.9999999999999983
2025-08-25,8.638656051192836e-17,0.0,1.9168694409543718e-16,8.929489092590615e-16,2.454633718507182e-16,5.945764713910506e-16,0.0,0.0,0.999999999999998
2025-09-02,0.0,0.0,2.463307335887066e-16,0.0,1.8041124150158794e-16,4.440892098500626e-16,0.0,7.632783294297951e-17,0.999999999999999
2025-09-09,8.068766719216063e-17,0.0,0.0,0.0,7.721958922984884e-16,0.0,0.0,0.0,0.9999999999999991
2025-09-16,4.888532562648194e-16,0.0,0.0,1.813600726157817e-16,0.0,5.368969158148218e-16,0.0,7.346553920761778e-16,0.9999999999999981
2025-09-23,1.0061396160665481e-16,0.0,2.463307335887066e-16,0.0,4.2717565595928875e-16,2.185751579730777e-16,2.979387569990166e-16,4.0635897424756706e-16,0.9999999999999983
2025-09-30,0.0,5.854691731421724e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999994
2025-10-07,1.7217072663269325e-16,6.29276398896257e-16,0.0,0.0,1.984897362991987e-15,4.650498871628175e-16,1.0424730943390213e-15,3.339493463119965e-15,0.9999999999999923
2025-10-14,4.25225269662778e-17,0.0,0.0,0.0,4.380176776841438e-16,1.8041124150158794e-16,4.654068943510587e-16,1.9081958235744878e-16,0.9999999999999987
2025-10-21,2.0503103673862035e-11,0.0,1.4013124339682913e-11,1.0344338180736272e-11,0.0,0.0,8.76962714151089e-12,0.0,0.9999999999463698
2025-10-28,0.0,1.214306433183765e-16,0.0,0.0,0.0,0.0,1.7497430466172853e-16,0.0,0.9999999999999997
2025-11-04,2.630211502214143e-16,6.657001339060997e-16,0.0,3.537968529254698e-15,4.109559914589056e-15,2.7781596467768566e-15,5.399816698477207e-16,5.214578768786282e-15,0.9999999999999829
2025-11-11,0.0,0.0,0.0,0.0,0.0,0.0,2.2347116214161137e-16,4.082563280494167e-16,0.9999999999999993
2025-11-18,0.0,2.0816681711721685e-16,0.0,2.4160176026845435e-16,0.0,0.0,3.27423711303279e-16,0.0,0.9999999999999992
2025-11-25,1.942890293094024e-16,5.174862848473456e-16,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.9999999999999992
2025-12-03,0.0,6.308260007575171e-17,2.104474171392243e-16,0.0,5.338134247192405e-16,5.715526203421313e-17,0.0,0.0,0.9999999999999991
2025-12-10,0.0,0.0,3.1758393310088335e-16,0.0,4.475586568020162e-16,0.0,3.5759322942701544e-16,0.0,0.9999999999999989
2025-12-17,0.0,7.343283107118e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
2025-12-24,2.803119879380191e-17,4.9501875986962193e-17,0.0,5.314697898600459e-17,0.0,4.351377656634792e-17,0.0,2.6101659082820167e-16,0.9999999999999996
2026-01-02,0.0,0.0,0.0,2.5396351688300456e-15,0.0,1.6792123247455493e-15,8.187894806610529e-16,1.4988010832439613e-15,0.9999999999999934
2026-01-09,2.4358734607378264e-16,2.747346814925954e-17,0.0,1.0129353284078882e-16,1.9783552978977655e-17,7.90505310164223e-17,0.0,1.9740062800219822e-16,0.9999999999999993
2026-01-16,0.0,1.363730986013304e-16,2.1553982103459022e-17,1.3677135628777264e-16,5.810227001553405e-16,7.172886093841739e-17,0.0,2.094093085717205e-16,0.9999999999999989
2026-01-26,5.426280015565117e-17,3.3416562625046818e-06,1.1985396783640127e-16,2.5108059073594763e-08,1.1902582884239867e-08,3.233425853645948e-05,7.21939267507992e-17,5.012135676025888e-05,0.9999141657177986
2026-02-02,0.0,7.050831336339854e-17,0.0,0.0,1.27675647831893e-15,0.0,2.868135519737108e-16,0.0,0.9999999999999983
2026-02-09,0.0,4.371503159461554e-15,4.85722573273506e-16,0.0,0.0,0.0,0.0,0.0,0.9999999999999951
2026-02-17,1.745346051319893e-16,0.0,0.0,7.031979263019491e-15,6.661338147750939e-16,2.1649348980190553e-15,2.255568689642672e-15,6.0923488476305465e-15,0.9999999999999816
2026-02-24,0.0,1.33074230850064e-15,1.875289763776699e-15,0.0,2.5293033150493218e-14,2.572568723026689e-15,0.0,4.6999593488798405e-15,0.9999999999999643
2026-03-03,0.0,0.0,2.3018537225076703e-16,0.0,0.0,0.0,0.0,0.0,0.9999999999999998
2026-03-10,5.918099990190255e-16,0.0,0.0,0.0,8.881784197001252e-16,1.3877787807814457e-16,9.36621029246764e-16,1.1657341758564144e-15,0.9999999999999962
2026-03-17,5.639738989256918e-16,0.0,2.229879216955868e-16,0.0,1.1090807874608943e-15,3.077797576291677e-16,0.0,9.988092517118884e-16,0.9999999999999968
2026-03-24,0.0,1.2711464994820454e-15,1.8038026059960956e-16,0.0,0.0,0.0,0.0,0.0,0.9999999999999986
2026-03-31,2.693158196453993e-16,1.5200514458246772e-15,1.0061396160665481e-15,0.0,0.0,0.0,0.0,0.0,0.9999999999999972
2026-04-08,0.0,4.163336342344337e-16,5.204170427930421e-17,0.0,0.0,0.0,5.575033302087087e-16,3.0531133177191805e-16,0.9999999999999987
2026-04-15,0.0,2.2232641956946384e-16,5.846871235038403e-17,0.0,1.0604161638376236e-15,0.0,0.0,0.0,0.9999999999999987
2026-04-22,9.24850016386773e-16,0.0,0.0,0.0,3.2258267237961213e-15,0.0,0.0,0.0,0.9999999999999959
2026-04-29,0.0,0.0,6.1918360730415116e-18,9.718622754270547e-17,8.8657668039686735e-16,0.0,7.914061760257423e-17,0.0,0.9999999999999989
2026-05-06,4.2791971089543563e-17,0.0,2.862293735361732e-17,0.0,0.0,1.5197428798661612e-16,0.0,4.2327252813834093e-16,0.9999999999999993
2026-05-13,0.0,0.0,0.0,0.0,1.3791051634015616e-16,4.2500725161431774e-17,0.0,0.0,0.9999999999999998
2026-05-20,1.8373136185573827e-16,2.7431071851090995e-16,0.0,1.0213361097043983e-15,0.0,6.275320540775797e-18,1.3147693052884533e-16,0.0,0.9999999999999983
2026-05-28,7.37724358016119e-17,0.0,1.6176296413483726e-16,0.0,0.0,4.81045632579805e-17,2.3960868011929648e-17,8.543513119185775e-17,0.9999999999999996
